kanji,hiragana,romaji,primary_meaning,accepted_meanings,synonyms,part_of_speech,difficulty_score,tags
上着,うわぎ,uwagi,jacket,"[""outerwear"",""coat""]","[""jacket"",""outerwear""]",Noun,2,"[""lesson17"",""clothing""]"
下着,したぎ,shitagi,underwear,"[""undergarments"",""innerwear""]","[""underwear"",""lingerie""]",Noun,2,"[""lesson17"",""clothing""]"
先生,せんせい,sensei,doctor,"[""teacher"",""medical doctor""]","[""doctor"",""teacher""]",Noun,2,"[""lesson17"",""honorific""]"
２、３日,にさんにち,nisan nichi,a few days,"[""two or three days"",""several days""]","[""few days"",""several days""]",Expression,1,"[""lesson17"",""time""]"
２、３〜,にさん〜,nisan ~,a few ~,"[""two or three ~"",""several ~""]","[""few"",""several""]",Prefix,1,"[""lesson17""]"
～までに,～までに,~made ni,before ~,"[""by ~"",""up to time""]","[""before"",""by""]",Particle Expression,2,"[""lesson17"",""grammar""]"
ですから,ですから,desukara,therefore,"[""so"",""for that reason""]","[""therefore"",""thus""]",Conjunction,1,"[""lesson17"",""grammar""]"
どうしましたか。,どうしましたか。,dou shimashita ka,What's the matter?,"[""what happened?"",""what's wrong?""]","[""what's wrong"",""problem?""]",Expression,2,"[""lesson17"",""expression""]"
[〜が]痛いです。,[〜が]いたいです。,[~ ga] itai desu,have pain,"[""it hurts"",""painful""]","[""hurt"",""pain""]",Expression,2,"[""lesson17"",""medical""]"
のど,のど,nodo,throat,"[""throat area"",""voice passage""]","[""throat"",""neck""]",Noun,1,"[""lesson17"",""body""]"
お大事に。,おだいじに。,odaiji ni,Take care of yourself,"[""get well soon"",""take care""]","[""take care"",""get well""]",Expression,1,"[""lesson17"",""expression""]"
