kanji,hiragana,romaji,primary_meaning,accepted_meanings,synonyms,part_of_speech,difficulty_score,tags
雨,あめ,ame,"rain,rainy","[""rainfall"",""rainy weather""]","[""rainfall"",""shower""]",noun,1,"[""weather"",""nature""]"
雪,ゆき,yuki,"snow,snowy","[""snowfall"",""snowy weather""]","[""snowfall"",""blizzard""]",noun,1,"[""weather"",""nature""]"
曇り,くもり,kumori,cloudy,"[""overcast"",""gloomy""]","[""cloudy"",""overcast""]",noun,2,"[""weather"",""nature""]"
ホテル,ホテル,hoteru,hotel,"[""lodging"",""inn""]","[""inn"",""hotel""]",noun,1,"[""place"",""travel""]"
空港,くうこう,kuukou,airport,"[""airfield"",""terminal""]","[""airport"",""terminal""]",noun,2,"[""travel"",""place""]"
海,うみ,umi,"sea, ocean","[""ocean"",""large body of water""]","[""sea"",""ocean""]",noun,1,"[""nature"",""water""]"
世界,せかい,sekai,world,"[""globe"",""earth""]","[""world"",""globe""]",noun,1,"[""global"",""noun""]"
パーティー,パーティー,paatii,party,"[""celebration"",""gathering""]","[""gathering"",""celebration""]",noun,1,"[""event"",""social""]"
お祭り,おまつり,omatsuri,festival,"[""celebration"",""fair""]","[""festival"",""fair""]",noun,2,"[""culture"",""event""]"
試験,しけん,shiken,examination,"[""test"",""assessment""]","[""exam"",""test""]",noun,2,"[""education"",""test""]"
すき焼き,すきやき,sukiyaki,sukiyaki,"[""Japanese hot pot""]","[""hot pot dish""]",noun,3,"[""food"",""Japanese""]"
刺身,さしみ,sashimi,sashimi,"[""raw fish slices""]","[""raw fish""]",noun,3,"[""food"",""Japanese""]"
寿司,すし,sushi,sushi,"[""vinegared rice dish""]","[""sushi roll""]",noun,2,"[""food"",""Japanese""]"
天ぷら,てんぷら,tenpura,tempura,"[""fried seafood/vegetables""]","[""fried batter dish""]",noun,3,"[""food"",""Japanese""]"
生け花,いけばな,ikebana,flower arrangement,"[""floral art""]","[""flower arranging""]",noun,3,"[""culture"",""art""]"
紅葉,もみじ,momiji,maple leaves,"[""autumn leaves""]","[""maple foliage""]",noun,2,"[""nature"",""autumn""]"
どちら,どちら,dochira,which one,"[""which"",""which side""]","[""which one""]",pronoun,1,"[""question"",""pronoun""]"
どちらも,どちらも,dochira mo,both,"[""both of them""]","[""both sides""]",pronoun,1,"[""quantity"",""pronoun""]"
ずっと,ずっと,zutto,by far,"[""continuously"",""all along""]","[""far more"",""all along""]",adverb,2,"[""comparison"",""adverb""]"
初めて,はじめて,hajimete,for the first time,"[""first experience""]","[""initially"",""first time""]",adverb,2,"[""time"",""experience""]"
ただいま,ただいま,tadaima,I'm home,"[""returned home"",""I'm back""]","[""I'm back""]",expression,1,"[""greeting"",""daily""]"
お帰りなさい,おかえりなさい,okaerinasai,welcome home,"[""welcome back""]","[""welcome home""]",expression,2,"[""greeting"",""daily""]"
すごいですね,すごいですね,sugoi desu ne,that's amazing,"[""incredible"",""wonderful""]","[""amazing"",""incredible""]",expression,2,"[""expression"",""emotion""]"
でも,でも,demo,but,"[""however"",""yet""]","[""but"",""however""]",conjunction,1,"[""grammar"",""connector""]"
疲れました,つかれました,tsukaremashita,I'm tired,"[""became tired"",""exhausted""]","[""exhausted"",""tired""]",expression,2,"[""feeling"",""daily""]"
祇園祭,ぎおんまつり,gion matsuri,Gion Festival,"[""Kyoto festival""]","[""famous festival""]",noun,4,"[""festival"",""Kyoto""]"
香港,ホンコン,honkon,Hong Kong,"[""HK""]","[""Hong Kong""]",proper noun,2,"[""place"",""country""]"
シンガポール,シンガポール,shingapooru,Singapore,"[""Singapore country""]","[""Singapore""]",proper noun,2,"[""place"",""country""]"
毎日屋,まいにちや,mainichiya,fictitious supermarket,"[""sample store""]","[""supermarket""]",proper noun,2,"[""store"",""example""]"
ABCストア,エービーシーストア,eebiishii sutoa,fictitious supermarket,"[""sample supermarket""]","[""convenience store""]",proper noun,2,"[""store"",""example""]"
ジャパン,ジャパン,japan,Japan,"[""Japanese nation""]","[""Japan""]",proper noun,1,"[""country"",""place""]"
