kanji,hiragana,romaji,primary_meaning,accepted_meanings,synonyms,part_of_speech,difficulty_score,tags
十四日,じゅうよっか,juuyokka,fourteenth day,"[""fourteenth day"",""fourteen days""]",[],noun,3,"[""calendar"",""numbers""]"
二十日,はつか,hatsuka,twentieth day,"[""twentieth day"",""twenty days""]",[],noun,3,"[""calendar"",""numbers""]"
二十四日,にじゅうよっか,nijuuyokka,twenty-fourth day,"[""twenty-fourth day"",""twenty four days""]",[],noun,3,"[""calendar"",""numbers""]"
～日,～にち,~nichi,day,"[""day of the month"",""counter for days""]",[],suffix_counter,1,"[""calendar"",""numbers""]"
何日,なんにち,nannichi,what day,"[""what day of the month"",""how many days""]",[],interrogative,2,"[""question_words"",""calendar""]"
いつ,いつ,itsu,when,"[""when""]",[],interrogative,1,"[""question_words"",""time""]"
誕生日,たんじょうび,tanjoubi,birthday,"[""birthday""]",[],noun,1,"[""family"",""celebration""]"
普通,ふつう,futsuu,local train,"[""local train"",""ordinary"",""normal""]","[""各駅停車""]",noun,2,"[""transport""]"
急行,きゅうこう,kyuukou,rapid train,"[""rapid train"",""express train""]","[""快速""]",noun,2,"[""transport""]"
特急,とっきゅう,tokkyuu,limited express,"[""limited express"",""special express""]",[],noun,3,"[""transport""]"
次の,つぎの,tsugi_no,next,"[""next"",""following""]","[""次""]",prenoun_adjective,1,"[""time"",""order""]"
どういたしまして,どういたしまして,dou_itashimashite,you're welcome,"[""you're welcome"",""don't mention it""]",[],expression,1,"[""conversation"",""polite""]"
～番線,～ばんせん,~bansen,platform,"[""platform"",""railway platform""]",[],suffix_counter,2,"[""transport"",""station""]"
博多,はかた,hakata,Hakata,"[""Hakata""]",[],proper_noun,2,"[""place"",""city""]"
京都,きょうと,kyouto,Kyoto,"[""Kyoto""]",[],proper_noun,1,"[""place"",""city""]"
奈良,なら,nara,Nara,"[""Nara""]",[],proper_noun,1,"[""place"",""city""]"
大阪城,おおさかじょう,oosakajou,Osaka Castle,"[""Osaka Castle""]",[],proper_noun,2,"[""place"",""landmark""]"
