kanji,hiragana,romaji,primary_meaning,accepted_meanings,synonyms,part_of_speech,difficulty_score,tags
研究者,けんきゅうしゃ,kenkyūsha,researcher,"[""researcher"", ""scholar""]","[""scientist""]",Noun,5,"[""JLPT N5"", ""occupation""]"
エンジニア,エンジニア,enjinia,engineer,"[""engineer""]","[""technician""]",Noun,4,"[""JLPT N5"", ""occupation""]"
大学,だいがく,daigaku,university,"[""university"", ""college""]","[""higher education""]",Noun,3,"[""JLPT N5"", ""education""]"
病院,びょういん,byōin,hospital,"[""hospital""]","[""medical center""]",Noun,3,"[""JLPT N5"", ""place""]"
電気,でんき,denki,electricity,"[""electricity"", ""light""]","[""power""]",Noun,4,"[""JLPT N5"", ""basic""]"
誰,だれ,dare,who,"[""who""]","[""whom""]",Pronoun,2,"[""JLPT N5"", ""question""]"
一歳,いっさい,issai,- years old,"[""- years old""]","[""age counter""]",Counter,3,"[""JLPT N5"", ""counter""]"
何歳,なんさい,nansai,how old,"[""how old""]","[""what is your age?""]",Phrase,3,"[""JLPT N5"", ""question""]"
はい,はい,hai,yes,"[""yes""]","[""yeah""]",Interjection,1,"[""JLPT N5"", ""basic""]"
いいえ,いいえ,iie,no,"[""no""]","[""nope""]",Interjection,1,"[""JLPT N5"", ""basic""]"
失礼ですが,しつれいですが,shitsurei desu ga,Excuse me,"[""Excuse me, but""]","[""Pardon me""]",Phrase,5,"[""JLPT N5"", ""polite""]"
お名前は？,おなまえは？,Onamae wa?,What's your name?,"[""May I have your name?""]","[""Your name please?""]",Phrase,3,"[""JLPT N5"", ""greeting""]"
初めまして,はじめまして,Hajimemashite,Nice to meet you,"[""How do you do?"", ""Nice to meet you""]","[""Pleased to meet you""]",Phrase,3,"[""JLPT N5"", ""greeting""]"
どうぞよろしく,どうぞよろしく,Dōzo yoroshiku,Pleased to meet you,"[""Pleased to meet you""]","[""Nice to meet you""]",Phrase,4,"[""JLPT N5"", ""greeting""]"
こちらは ～さんです,こちらは ～さんです,Kochira wa ~san desu,This is ~,"[""This is Mr./Ms. ~""]","[""Meet ~""]",Phrase,4,"[""JLPT N5"", ""introduction""]"
～から来ました,～からきました,~kara kimashita,I came from ~,"[""I am from ~""]","[""I come from ~""]",Phrase,4,"[""JLPT N5"", ""introduction""]"
アメリカ,アメリカ,Amerika,U.S.A.,"[""United States of America""]","[""America""]",Proper Noun,2,"[""JLPT N5"", ""country""]"
イギリス,イギリス,Igirisu,U.K.,"[""United Kingdom""]","[""Britain"", ""England""]",Proper Noun,3,"[""JLPT N5"", ""country""]"
インド,インド,Indo,India,"[""India""]","[""Republic of India""]",Proper Noun,3,"[""JLPT N5"", ""country""]"
インドネシア,インドネシア,Indoneshia,Indonesia,"[""Indonesia""]","[""Republic of Indonesia""]",Proper Noun,4,"[""JLPT N5"", ""country""]"
韓国,かんこく,Kankoku,South Korea,"[""South Korea""]","[""Republic of Korea""]",Proper Noun,4,"[""JLPT N5"", ""country""]"
中国,ちゅうごく,Chūgoku,China,"[""China""]","[""People's Republic of China""]",Proper Noun,3,"[""JLPT N5"", ""country""]"
ドイツ,ドイツ,Doitsu,Germany,"[""Germany""]","[""Federal Republic of Germany""]",Proper Noun,3,"[""JLPT N5"", ""country""]"
日本,にほん,Nihon,Japan,"[""Japan""]","[""Nippon""]",Proper Noun,1,"[""JLPT N5"", ""country""]"
フランス,フランス,Furansu,France,"[""France""]","[""French Republic""]",Proper Noun,3,"[""JLPT N5"", ""country""]"
ブラジル,ブラジル,Burajiru,Brazil,"[""Brazil""]","[""Federative Republic of Brazil""]",Proper Noun,4,"[""JLPT N5"", ""country""]"
