kanji,hiragana,romaji,primary_meaning,accepted_meanings,synonyms,part_of_speech,difficulty_score,tags
今日,きょう,kyou,today,"[""today""]",[],noun,1,"[""time""]"
明日,あした,ashita,tomorrow,"[""tomorrow""]","[""あす""]",noun,1,"[""time""]"
明後日,あさって,asatte,day after tomorrow,"[""day after tomorrow""]",[],noun,2,"[""time""]"
今朝,けさ,kesa,this morning,"[""this morning""]",[],noun,1,"[""time""]"
今晩,こんばん,konban,this evening,"[""this evening"",""tonight""]",[],noun,1,"[""time""]"
休み,やすみ,yasumi,rest,"[""rest"",""holiday"",""day off""]","[""休日""]",noun,1,"[""daily_life"",""time""]"
昼休み,ひるやすみ,hiruyasumi,lunch break,"[""lunch break"",""lunchtime""]",[],noun,1,"[""school"",""work"",""time""]"
毎朝,まいあさ,maiasa,every morning,"[""every morning""]",[],noun_adverb,1,"[""time""]"
毎晩,まいばん,maiban,every night,"[""every night"",""every evening""]",[],noun_adverb,1,"[""time""]"
毎日,まいにち,mainichi,every day,"[""every day"",""daily""]",[],noun_adverb,1,"[""time""]"
月曜日,げつようび,getsuyoubi,Monday,"[""Monday""]",[],noun,1,"[""days"",""time""]"
火曜日,かようび,kayoubi,Tuesday,"[""Tuesday""]",[],noun,1,"[""days"",""time""]"
水曜日,すいようび,suiyoubi,Wednesday,"[""Wednesday""]",[],noun,1,"[""days"",""time""]"
木曜日,もくようび,mokuyoubi,Thursday,"[""Thursday""]",[],noun,1,"[""days"",""time""]"
金曜日,きんようび,kinyoubi,Friday,"[""Friday""]",[],noun,1,"[""days"",""time""]"
土曜日,どようび,doyoubi,Saturday,"[""Saturday""]",[],noun,1,"[""days"",""time""]"
日曜日,にちようび,nichiyoubi,Sunday,"[""Sunday""]",[],noun,1,"[""days"",""time""]"
何曜日,なんようび,nanyoubi,what day of week,"[""what day of the week""]",[],interrogative,1,"[""question_words"",""time""]"
番号,ばんごう,bangou,number,"[""number""]",[],noun,1,"[""numbers""]"
何番,なんばん,nanban,what number,"[""what number""]",[],interrogative,1,"[""question_words"",""numbers""]"
～から,～から,~kara,from,"[""from"",""since""]",[],particle,1,"[""grammar"",""time""]"
～まで,～まで,~made,until,"[""until"",""up to"",""to""]",[],particle,1,"[""grammar"",""time""]"
～と～,～と～,~to~,and,"[""and"",""with""]",[],particle,1,"[""grammar""]"
そちら,そちら,sochira,over there,"[""over there"",""that way""]","[""そこ""]",pronoun,1,"[""location"",""polite""]"
大変ですね,たいへんですね,taihen_desu_ne,that's tough,"[""that's tough"",""that's difficult"",""I see that's hard""]",[],expression,2,"[""emotion"",""conversation""]"
えーと,えーと,eeto,well,"[""well"",""let me see""]",[],interjection,1,"[""conversation""]"
お願いします,おねがいします,onegaishimasu,please,"[""please"",""I request"",""do me a favor""]",[],expression,1,"[""polite"",""conversation""]"
かしこまりました,かしこまりました,kashikomarimashita,certainly,"[""certainly"",""certainly sir/madam"",""understood""]","[""わかりました""]",expression,3,"[""business"",""polite""]"
お問い合わせの番号,おといあわせのばんごう,otoiawase_no_bangou,inquiry number,"[""inquiry number"",""reference number""]",[],noun,3,"[""business"",""service""]"
どうもありがとうございます,どうもありがとうございます,doumo_arigatou_gozaimasu,thank you very much,"[""thank you very much""]","[""ありがとうございます""]",expression,1,"[""greetings"",""polite""]"
ニューヨーク,ニューヨーク,nyuuyooku,New York,"[""New York""]",[],proper_noun,1,"[""place"",""city""]"
北京,ペキン,pekin,Beijing,"[""Beijing""]",[],proper_noun,1,"[""place"",""city""]"
ロンドン,ロンドン,rondon,London,"[""London""]",[],proper_noun,1,"[""place"",""city""]"
バンコク,バンコク,bankoku,Bangkok,"[""Bangkok""]",[],proper_noun,1,"[""place"",""city""]"
ロサンゼルス,ロサンゼルス,rosanzerusu,Los Angeles,"[""Los Angeles""]",[],proper_noun,1,"[""place"",""city""]"
さくら美術館,さくらびじゅつかん,sakura_bijutsukan,Sakura Art Museum,"[""Sakura Art Museum""]",[],proper_noun,2,"[""art"",""fictional""]"
富士銀行,ふじぎんこう,fuji_ginkou,Fuji Bank,"[""Fuji Bank""]",[],proper_noun,2,"[""bank"",""fictional""]"
IMC病院,アイエムシーびょういん,ai_emu_shii_byouin,IMC Hospital,"[""IMC Hospital""]",[],proper_noun,2,"[""medical"",""fictional""]"
アップル銀行,アップルぎんこう,appuru_ginkou,Apple Bank,"[""Apple Bank""]",[],proper_noun,2,"[""bank"",""fictional""]"
