kanji,hiragana,romaji,primary_meaning,accepted_meanings,synonyms,part_of_speech,difficulty_score,tags
,,,,,,,,
[住所を〜],[じゅうしょを〜],[juusho o ~],tell an address,"[""give address"",""inform address""]","[""state address"",""tell""]",Expression,2,"[""lesson14""]"
始めます,はじめます,hajimemasu,start,"[""begin"",""commence""]","[""begin"",""initiate""]",Verb (Group II),2,"[""lesson14"",""verb""]"
降ります,ふります,furimasu,rain,"[""fall from sky"",""snow/rain fall""]","[""rain"",""fall""]",Verb (Group I),2,"[""lesson14"",""weather"",""verb""]"
[雨が〜],[あめが〜],[ame ga ~],rain falls,"[""it rains"",""rain starts""]","[""rain"",""precipitate""]",Expression,1,"[""lesson14"",""weather""]"
コピーします,コピーします,kopiishimasu,copy,"[""duplicate"",""photocopy""]","[""duplicate"",""replicate""]",Suru verb,1,"[""lesson14"",""verb"",""katakana""]"
エアコン,エアコン,eakon,air conditioner,"[""AC"",""cooling system""]","[""air conditioning"",""AC""]",Noun,1,"[""lesson14"",""katakana""]"
パスポート,パスポート,pasupooto,passport,"[""travel document"",""ID booklet""]","[""travel ID"",""passport""]",Noun,1,"[""lesson14"",""katakana""]"
名前,なまえ,namae,name,"[""full name"",""personal name""]","[""name"",""identity""]",Noun,1,"[""lesson14""]"
住所,じゅうしょ,juusho,address,"[""home address"",""location""]","[""location"",""residence""]",Noun,2,"[""lesson14""]"
地図,ちず,chizu,map,"[""atlas"",""guide map""]","[""map"",""chart""]",Noun,1,"[""lesson14""]"
塩,しお,shio,salt,"[""table salt"",""seasoning salt""]","[""salt"",""seasoning""]",Noun,1,"[""lesson14"",""food""]"
砂糖,さとう,satou,sugar,"[""sweetener"",""table sugar""]","[""sweetener"",""sugar""]",Noun,1,"[""lesson14"",""food""]"
読み方,よみかた,yomikata,way of reading,"[""pronunciation"",""reading method""]","[""reading"",""pronunciation""]",Noun,2,"[""lesson14""]"
～方,～かた,~kata,way of ~ing,"[""method of"",""how to""]","[""method"",""manner""]",Suffix,2,"[""lesson14""]"
ゆっくり,ゆっくり,yukkuri,slowly,"[""leisurely"",""at ease""]","[""slowly"",""calmly""]",Adverb,1,"[""lesson14""]"
すぐ,すぐ,sugu,immediately,"[""right away"",""soon""]","[""instantly"",""quickly""]",Adverb,1,"[""lesson14""]"
また,また,mata,again,"[""once more"",""also""]","[""again"",""repeatedly""]",Adverb,1,"[""lesson14""]"
あとで,あとで,atode,later,"[""afterwards"",""after""]","[""later"",""afterward""]",Adverb,1,"[""lesson14""]"
もう少し,もうすこし,mou sukoshi,a little more,"[""a bit more"",""slightly more""]","[""a little extra"",""some more""]",Expression,1,"[""lesson14""]"
もう～,もう～,mou ~,another ~,"[""more"",""additional""]","[""extra"",""another""]",Prefix,1,"[""lesson14""]"
いいですよ。,いいですよ。,ii desu yo,Sure/Certainly,"[""it's okay"",""all right""]","[""sure"",""okay""]",Expression,1,"[""lesson14"",""expression""]"
さあ,さあ,saa,right,"[""come on"",""well then""]","[""go ahead"",""come""]",Interjection,1,"[""lesson14""]"
あれ？,あれ？,are?,Oh?,"[""huh?"",""what?""]","[""oh"",""eh?""]",Interjection,1,"[""lesson14""]"
信号,しんごう,shingou,signal,"[""traffic light"",""signal light""]","[""traffic signal"",""light""]",Noun,2,"[""lesson14"",""traffic""]"
右,みぎ,migi,right,"[""right side"",""direction right""]","[""right"",""right-hand side""]",Noun,1,"[""lesson14"",""direction""]"
曲がってください,まがってください,magatte kudasai,please turn,"[""turn please"",""make a turn""]","[""please turn"",""go around""]",Expression,2,"[""lesson14""]"
まっすぐ,まっすぐ,massugu,straight,"[""directly"",""straight ahead""]","[""straight"",""direct""]",Adverb,1,"[""lesson14"",""direction""]"
これでお願いします。,これでおねがいします。,kore de onegaishimasu,I'd like to pay with this,"[""please use this"",""this one please""]","[""use this"",""pay with this""]",Expression,2,"[""lesson14"",""shopping""]"
お釣り,おつり,otsuri,change,"[""money change"",""remaining money""]","[""change"",""balance""]",Noun,2,"[""lesson14"",""money""]"
梅田,うめだ,umeda,Umeda,"[""town in Osaka""]","[""Umeda district"",""Osaka area""]",Proper noun,1,"[""lesson14"",""place""]"
