kanji,hiragana,romaji,primary_meaning,accepted_meanings,synonyms,part_of_speech,difficulty_score,tags
サービス,サービス,saabisu,service,"[""customer service"",""free service""]","[""service"",""assistance""]",Noun,1,"[""lesson16"",""katakana""]"
ジョギング,ジョギング,jogingu,jogging,"[""running exercise"",""jog""]","[""jogging"",""running""]",Noun,1,"[""lesson16"",""exercise"",""katakana""]"
シャワー,シャワー,shawaa,shower,"[""bath shower"",""spray shower""]","[""shower"",""bath""]",Noun,1,"[""lesson16"",""bath"",""katakana""]"
緑,みどり,midori,green,"[""greenery"",""green color""]","[""green"",""foliage""]",Noun,1,"[""lesson16"",""color""]"
[お]寺,[お]てら,[o]tera,Buddhist temple,"[""temple"",""Buddhist shrine""]","[""temple"",""shrine""]",Noun,2,"[""lesson16"",""religion""]"
神社,じんじゃ,jinja,Shinto shrine,"[""shrine"",""Shinto temple""]","[""shrine"",""sanctuary""]",Noun,2,"[""lesson16"",""religion""]"
留学生,りゅうがくせい,ryuugakusei,foreign student,"[""international student"",""exchange student""]","[""exchange student"",""foreign learner""]",Noun,3,"[""lesson16"",""education""]"
一番,いちばん,ichiban,number one,"[""best"",""first""]","[""top"",""first""]",Noun / Adverb,1,"[""lesson16""]"
どうやって,どうやって,douyatte,how,"[""in what way"",""by what method""]","[""how"",""in what manner""]",Adverb,1,"[""lesson16""]"
どの〜,どの〜,dono ~,which ~,"[""what kind of"",""which one""]","[""which"",""what""]",Prenoun,1,"[""lesson16""]"
[いいえ。]まだまだです。,[いいえ。]まだまだです。,[iie.] madamada desu,I still have a long way to go,"[""not yet"",""I'm not good enough yet""]","[""not yet"",""still learning""]",Expression,2,"[""lesson16"",""expression""]"
お引き出しですか。,おひきだしですか。,ohikidashi desu ka,Are you making a withdrawal?,"[""withdraw money?"",""cash withdrawal?""]","[""withdrawal"",""bank transaction""]",Expression,3,"[""lesson16"",""bank""]"
まず,まず,mazu,first of all,"[""to begin with"",""before anything""]","[""first"",""initially""]",Adverb,1,"[""lesson16""]"
キャッシュカード,キャッシュカード,kyasshu kaado,cash dispensing card,"[""ATM card"",""cash card""]","[""ATM card"",""bank card""]",Noun,1,"[""lesson16"",""bank"",""katakana""]"
暗証番号,あんしょうばんごう,anshou bangou,PIN,"[""personal identification number"",""security code""]","[""PIN"",""passcode""]",Noun,3,"[""lesson16"",""bank""]"
次に,つぎに,tsugini,next,"[""after that"",""next step""]","[""next"",""then""]",Adverb,1,"[""lesson16""]"
金額,きんがく,kingaku,amount of money,"[""sum"",""price amount""]","[""amount"",""sum""]",Noun,2,"[""lesson16"",""money""]"
確認,かくにん,kakunin,confirmation,"[""verification"",""checking""]","[""check"",""verify""]",Noun,2,"[""lesson16""]"
ボタン,ボタン,botan,button,"[""switch"",""push button""]","[""button"",""switch""]",Noun,1,"[""lesson16"",""katakana""]"
JR,ジェイアール,jei aar u,Japan Railway,"[""JR railways"",""Japanese railway company""]","[""railway"",""JR""]",Proper noun,1,"[""lesson16"",""transport""]"
アジア,アジア,ajia,Asia,"[""Asian continent""]","[""Asia""]",Proper noun,1,"[""lesson16"",""place"",""katakana""]"
バンドン,バンドン,bandon,Bandung,"[""city in Indonesia""]","[""Bandung city""]",Proper noun,1,"[""lesson16"",""place""]"
ベラクルス,ベラクルス,berakurusu,Veracruz,"[""city in Mexico""]","[""Veracruz city""]",Proper noun,1,"[""lesson16"",""place""]"
フランケン,フランケン,furanken,Franken,"[""region in Germany""]","[""Franken region""]",Proper noun,1,"[""lesson16"",""place""]"
ベトナム,ベトナム,betonamu,Vietnam,"[""country Vietnam""]","[""Vietnam""]",Proper noun,1,"[""lesson16"",""country"",""katakana""]"
フエ,フエ,fue,Hue,"[""city in Vietnam""]","[""Hue city""]",Proper noun,1,"[""lesson16"",""place""]"
大学前,だいがくまえ,daigaku mae,fictitious bus stop,"[""bus stop near university""]","[""university front"",""bus stop""]",Proper noun,2,"[""lesson16"",""place""]"
