kanji,hiragana,romaji,primary_meaning,accepted_meanings,synonyms,part_of_speech,difficulty_score,tags
早く、速く,はやく,hayaku,"early, quickly, fast","[""rapidly"",""soon""]","[""quickly"",""fast"",""early""]",adverb,2,"[""speed"",""time"",""adverb""]"
～から,～から,~kara,because,"[""since"",""as""]","[""because"",""since"",""as""]",particle,1,"[""grammar"",""reason""]"
どうして,どうして,doushite,why,"[""for what reason""]","[""why"",""how come""]",interrogative,1,"[""question"",""grammar""]"
残念ですね,ざんねんですね,zannen desu ne,that's a pity,"[""what a pity""]","[""unfortunate"",""too bad""]",expression,2,"[""expression"",""emotion""]"
すみません。,すみません,sumimasen,I'm sorry,"[""excuse me"",""pardon me""]","[""sorry"",""excuse me""]",expression,1,"[""expression"",""polite""]"
もしもし,もしもし,moshi moshi,hello (on phone),"[""telephone greeting""]","[""hello"",""phone hello""]",expression,1,"[""phone"",""greeting""]"
ああ,ああ,aa,oh,"[""ah"",""I see""]","[""oh"",""ah""]",interjection,1,"[""expression"",""reaction""]"
一緒にいかがですか,いっしょにいかがですか,issho ni ikaga desu ka,won't you join me?,"[""would you like to come together?""]","[""join me"",""come along""]",expression,3,"[""invitation"",""social""]"
～はちょっと……,～はちょっと……,~wa chotto,it's a bit difficult,"[""not convenient""]","[""difficult"",""hard""]",expression,3,"[""refusal"",""polite""]"
だめですか。,だめですか,dame desu ka,so you cannot?,"[""is it impossible?""]","[""can't"",""impossible""]",expression,2,"[""question"",""conversation""]"
また今度お願いします,またこんどおねがいします,mata kondo onegaishimasu,please ask me again,"[""maybe another time""]","[""next time"",""another occasion""]",expression,3,"[""refusal"",""polite""]"
小沢征爾,おざわ せいじ,Ozawa Seiji,famous japanese conductor,"[""Japanese conductor""]","[""conductor"",""musician""]",proper noun,4,"[""person"",""music"",""Japan""]"
