kanji,hiragana,romaji,primary_meaning,accepted_meanings,synonyms,part_of_speech,difficulty_score,tags
外国,がいこく,gaikoku,foreign country,"[""overseas country""]","[""abroad"",""foreign land""]",Noun,2,"[""country"",""travel""]"
〜時間,〜じかん,~jikan,hours,"[""hour duration""]","[""time span"",""hour period""]",Counter,2,"[""time"",""duration""]"
〜週間,〜しゅうかん,~shuukan,weeks,"[""week duration""]","[""weekly period"",""week span""]",Counter,2,"[""time"",""duration""]"
〜か月,〜かげつ,~kagetsu,months,"[""month duration""]","[""monthly period"",""month span""]",Counter,2,"[""time"",""duration""]"
〜年,〜ねん,~nen,years,"[""year duration""]","[""annual period"",""year span""]",Counter,2,"[""time"",""duration""]"
〜ぐらい,〜ぐらい,~gurai,about,"[""approximately""]","[""around"",""roughly""]",Expression,1,"[""grammar"",""approximation""]"
どのくらい,どのくらい,donokurai,how long,"[""how much""]","[""duration"",""extent""]",Question,2,"[""question"",""time""]"
全部で,ぜんぶで,zenbu de,in total,"[""altogether""]","[""overall"",""sum total""]",Expression,2,"[""quantity"",""total""]"
みんな,みんな,minna,"all,everything","[""everyone"",""everything""]","[""everybody"",""all people""]",Pronoun,1,"[""people"",""group""]"
〜だけ,〜だけ,~dake,only,"[""just""]","[""merely"",""solely""]",Particle,2,"[""grammar"",""restriction""]"
いらっしゃいませ,いらっしゃいませ,irasshaimase,welcome,"[""may I help you?""]","[""greetings"",""welcome in""]",Greeting,2,"[""shop"",""greeting""]"
お天気ですね,おてんきですね,otenki desu ne,"nice weather,isn't it?","[""pleasant weather""]","[""good weather"",""clear weather""]",Expression,1,"[""weather"",""conversation""]"
お出かけですか,おでかけですか,odekake desu ka,are you going out?,"[""going somewhere?""]","[""leaving"",""heading out""]",Expression,2,"[""daily"",""conversation""]"
ちょっとそこまで,ちょっとそこまで,chotto soko made,I’m just going to,"[""going briefly""]","[""quick trip"",""short outing""]",Expression,2,"[""daily"",""conversation""]"
行っていらっしゃい,いっていらっしゃい,itte irasshai,so long(lit. Go and come back),"[""take care""]","[""see you"",""bye""]",Greeting,2,"[""daily"",""farewell""]"
行ってまいります,いってまいります,itte mairimasu,so long(lit. I'm going and coming back),"[""see you later""]","[""departing"",""going out""]",Greeting,2,"[""daily"",""farewell""]"
それから,それから,sorekara,"and,furthermore","[""after that"",""furthermore""]","[""then"",""next""]",Conjunction,1,"[""grammar"",""sequence""]"
オーストラリア,オーストラリア,oosutoraria,Australia,"[""country Australia""]","[""AUS"",""nation""]",Proper Noun,1,"[""country"",""place""]"
