kanji,hiragana,romaji,primary_meaning,accepted_meanings,synonyms,part_of_speech,difficulty_score,tags
そろばん,そろばん,soroban,abacus,"[""abacus""]","[""計算器""]",noun,2,"[""tool""]"
体温計,たいおんけい,taionkei,thermometer,"[""thermometer"",""clinical thermometer""]","[""温度計""]",noun,2,"[""medical""]"
材料,ざいりょう,zairyou,material,"[""material"",""ingredient""]","[""素材""]",noun,2,"[""general""]"
石,いし,ishi,stone,"[""stone"",""rock""]","[""岩""]",noun,1,"[""nature""]"
ピラミッド,ピラミッド,piramiddo,pyramid,"[""pyramid""]",[],noun,1,"[""structure""]"
データ,データ,deeta,data,"[""data""]","[""情報""]",noun,1,"[""tech""]"
ファイル,ファイル,fairu,file,"[""file"",""document""]","[""書類""]",noun,1,"[""office""]"
ある～,ある～,aru ~,a certain,"[""a certain"",""one ~""]","[""特定の""]",expression,2,"[""grammar""]"
一生懸命,いっしょうけんめい,isshoukenmei,with effort,"[""with all effort"",""hard"",""earnestly""]","[""頑張って""]",adverb,2,"[""effort""]"
なぜ,なぜ,naze,why,"[""why""]","[""どうして""]",interrogative,1,"[""question""]"
国連,こくれん,kokuren,United Nations,"[""United Nations""]","[""UN""]",noun,2,"[""organization""]"
エリーゼのために,エリーゼのために,erize no tame ni,Für Elise,"[""Für Elise""]",[],proper_noun,3,"[""music""]"
ベートーベン,ベートーベン,beethoven,Beethoven,"[""Ludwig van Beethoven""]",[],proper_noun,2,"[""person""]"
ポーランド,ポーランド,poorando,Poland,"[""Poland""]",[],proper_noun,1,"[""country""]"
ローン,ローン,roon,loan,"[""loan""]","[""借金""]",noun,2,"[""money""]"
セット,セット,setto,set,"[""set"",""pair""]","[""組""]",noun,1,"[""general""]"
あと,あと,ato,the rest,"[""rest"",""remaining"",""leftover""]","[""残り""]",noun,1,"[""time""]"
カップラーメン,カップラーメン,kappu raamen,cup noodles,"[""instant chinese noodles sold in a ready-to-use disposable container""]","[""即席麺""]",noun,1,"[""food""]"
インスタントラーメン,インスタントラーメン,insutanto raamen,instant noodles,"[""instant cup noodles""]","[""即席麺""]",noun,1,"[""food""]"
なべ,なべ,nabe,pot,"[""pot"",""pan""]","[""鍋""]",noun,1,"[""kitchen""]"
どんぶり,どんぶり,donburi,bowl,"[""bowl"",""ceramic bowl""]","[""器""]",noun,1,"[""kitchen""]"
食品,しょくひん,shokuhin,food,"[""food"",""food product""]","[""食べ物""]",noun,1,"[""food""]"
調査,ちょうさ,chousa,survey,"[""survey"",""investigation""]","[""研究""]",noun,2,"[""research""]"
カップ,カップ,kappu,cup,"[""cup""]","[""コップ""]",noun,1,"[""object""]"
また,また,mata,and,"[""and"",""also"",""again""]","[""さらに""]",conjunction,1,"[""grammar""]"
～の代わりに,～のかわりに,~no kawari ni,instead of,"[""instead of"",""in place of""]","[""代用""]",expression,3,"[""grammar""]"
どこでも,どこでも,dokodemo,in any place,"[""anywhere""]","[""どこにでも""]",adverb,1,"[""place""]"
今では,いまでは,ima dewa,now,"[""nowadays"",""by now""]","[""現在""]",adverb,2,"[""time""]"
