kanji,hiragana,romaji,primary_meaning,accepted_meanings,synonyms,part_of_speech,difficulty_score,tags
詳しい,くわしい,kuwashii,detailed,"[""well-informed""]","[""detailed""]",i-adjective,2,"[""lesson35"",""adjectives""]"
スキー場,すきーじょう,sukiijou,"ski resort, ski ground","[""ski area""]","[""ski field""]",noun,2,"[""lesson35"",""sports""]"
草津,くさつ,kusatsu,Kusatsu,"[""resort in Gunma Prefecture""]","[""hot spring resort""]",proper noun,3,"[""lesson35"",""places""]"
志賀高原,しがこうげん,shiga kougen,Shiga Highlands,"[""national park in Nagano Prefecture""]","[""highland resort""]",proper noun,4,"[""lesson35"",""places""]"
赤,あか,aka,red,"[""red color""]","[""scarlet""]",noun,1,"[""lesson35"",""colors""]"
交わります,まじわります,majiwarimasu,keep company with,"[""associate with""]","[""socialize""]",verb (Group 1),3,"[""lesson35"",""relationships""]"
ことわざ,ことわざ,kotowaza,proverb,"[""saying""]","[""idiom""]",noun,2,"[""lesson35"",""language""]"
仲よくします,なかよくします,nakayoku shimasu,be on good terms with,"[""get along with""]","[""be friendly""]",suru verb,2,"[""lesson35"",""relationships""]"
必要[な],ひつよう[な],hitsuyou [na],"necessary, essential","[""required""]","[""needed""]",na-adjective,2,"[""lesson35"",""adjectives""]"
月,つき,tsuki,moon,"[""lunar body""]","[""satellite""]",noun,1,"[""lesson35"",""nature""]"
地球,ちきゅう,chikyuu,earth,"[""planet Earth""]","[""globe""]",noun,2,"[""lesson35"",""nature""]"
うれしい,うれしい,ureshii,"glad, happy","[""pleased""]","[""delighted""]",i-adjective,1,"[""lesson35"",""feelings""]"
