kanji,hiragana,romaji,primary_meaning,accepted_meanings,synonyms,part_of_speech,difficulty_score,tags
小説家,しょうせつか,shousetuka,novelist,"[""novelist"",""author""]","[""作家""]",noun,2,"[""profession""]"
歌手,かしゅ,kashu,singer,"[""singer""]","[""唄い手""]",noun,1,"[""profession"",""art""]"
管理人,かんりにん,kanrinin,janitor,"[""janitor"",""caretaker"",""manager""]","[""管理人""]",noun,2,"[""profession""]"
息子,むすこ,musuko,son,"[""\(my\) son""]","[""長男""]",noun,1,"[""family""]"
息子さん,むすこさん,musukosan,someone else's son,"[""\(someone else's\) son""]","[""ご息女""]",noun,2,"[""family"",""polite""]"
娘,むすめ,musume,daughter,"[""\(my\) daughter""]","[""長女""]",noun,1,"[""family""]"
娘さん,むすめさん,musumesan,someone else's daughter,"[""\(someone else's\) daughter""]","[""お嬢さん""]",noun,2,"[""family"",""polite""]"
自分,じぶん,jibun,oneself,"[""oneself"",""myself"",""yourself""]","[""自己""]",noun,1,"[""abstract""]"
将来,しょうらい,shourai,future,"[""future""]","[""未来""]",noun,1,"[""time""]"
しばらく,しばらく,shibaraku,a little while,"[""a little while"",""for a short time""]","[""少しの間""]",adverb,2,"[""time""]"
たいてい,たいてい,taitei,usually,"[""usually"",""mostly"",""generally""]","[""普段""]",adverb,2,"[""time""]"
それに,それに,soreni,in addition,"[""in addition"",""besides"",""moreover""]","[""その上""]",conjunction,2,"[""grammar""]"
それで,それで,sorede,and so,"[""and so"",""therefore""]","[""だから""]",conjunction,2,"[""grammar""]"
お願いがあるんですが,おねがいがあるんですが,onegai ga arun desu ga,I have a favor to ask,"[""I have a favor to ask""]","[""頼みがある""]",phrase,2,"[""expression""]"
ホームステイ,ほーむすてい,hoomusutei,homestay,"[""homestay""]","[""留学""]",noun,1,"[""travel"",""education""]"
会話,かいわ,kaiwa,conversation,"[""conversation""]","[""対話""]",noun,1,"[""communication""]"
おしゃべりします,おしゃべりします,oshaberishimasu,chat,"[""chat"",""talk""]","[""雑談する""]",verb_group_3,2,"[""action"",""communication""]"
お知らせ,おしらせ,oshirase,notice,"[""notice"",""announcement""]","[""通知""]",noun,2,"[""communication""]"
日にち,ひにち,hinichi,date,"[""date"",""the days""]","[""日付""]",noun,2,"[""time""]"
土,ど,do,Saturday,"[""Saturday""]","[""土曜日""]",noun,1,"[""time""]"
体育館,たいいくかん,taiikukan,gymnasium,"[""gymnasium"",""gym""]","[""スポーツジム""]",noun,2,"[""place"",""sports""]"
無料,むりょう,muryou,free of charge,"[""free of charge"",""gratis""]","[""タダ""]",noun,2,"[""shopping""]"
