kanji,hiragana,romaji,primary_meaning,accepted_meanings,synonyms,part_of_speech,difficulty_score,tags
線,せん,sen,line,"[""stripe"",""boundary""]","[""line"",""mark""]",Noun,1,"[""lesson34""]"
矢印,やじるし,yajirushi,arrow sign,"[""direction arrow"",""pointer""]","[""pointer"",""indicator""]",Noun,2,"[""lesson34""]"
黒,くろ,kuro,black,"[""dark color"",""black color""]","[""black"",""dark""]",Noun,1,"[""lesson34"",""color""]"
白,しろ,shiro,white,"[""light color"",""white color""]","[""white"",""pale""]",Noun,1,"[""lesson34"",""color""]"
赤,あか,aka,red,"[""red color"",""crimson""]","[""scarlet"",""red""]",Noun,1,"[""lesson34"",""color""]"
青,あお,ao,blue,"[""greenish blue"",""blue color""]","[""azure"",""blue""]",Noun,1,"[""lesson34"",""color""]"
紺,こん,kon,navy blue,"[""dark blue"",""navy""]","[""navy"",""dark blue""]",Noun,2,"[""lesson34"",""color""]"
黄色,きいろ,kiiro,yellow,"[""yellow color"",""golden""]","[""yellow"",""gold""]",Noun,1,"[""lesson34"",""color""]"
茶色,ちゃいろ,chairo,brown,"[""brown color"",""tan""]","[""brown"",""tan""]",Noun,1,"[""lesson34"",""color""]"
しょうゆ,しょうゆ,shouyu,soy sauce,"[""soya sauce"",""Japanese soy sauce""]","[""soy"",""seasoning sauce""]",Noun,1,"[""lesson34"",""food""]"
ソース,ソース,soosu,sauce,"[""Worcestershire sauce"",""condiment""]","[""condiment"",""sauce""]",Noun,1,"[""lesson34"",""food"",""katakana""]"
～か～,～か～,~ka~,or,"[""either~or"",""whether~or""]","[""or"",""alternative""]",Expression,1,"[""lesson34""]"
ゆうべ,ゆうべ,yuube,last night,"[""yesterday evening"",""previous night""]","[""last evening"",""night before""]",Noun,1,"[""lesson34""]"
さっき,さっき,sakki,a short while ago,"[""just now"",""a little earlier""]","[""recently"",""just before""]",Adverb,1,"[""lesson34""]"
お茶をたてます,おちゃをたてます,ocha o tatemasu,make green tea,"[""prepare tea"",""perform tea ceremony""]","[""prepare tea"",""brew tea""]",Expression,3,"[""lesson34"",""culture""]"
先に,さきに,sakini,first,"[""ahead"",""beforehand""]","[""before"",""earlier""]",Adverb,1,"[""lesson34""]"
載せます,のせます,nosemasu,place on,"[""put on"",""load onto""]","[""place"",""load""]",Verb (Group II),2,"[""lesson34"",""verb""]"
これでいいですか。,これでいいですか。,kore de ii desu ka,Is this all right?,"[""Is this okay?"",""Will this do?""]","[""okay?"",""all right?""]",Expression,1,"[""lesson34""]"
苦い,にがい,nigai,bitter,"[""sharp taste"",""acrid""]","[""bitter"",""sharp""]",I-adjective,2,"[""lesson34"",""food""]"
親子どんぶり,おやこどんぶり,oyakodonburi,a bowl of cooked rice with chicken and egg,"[""oyakodon"",""rice bowl dish""]","[""donburi"",""Japanese rice bowl""]",Noun,3,"[""lesson34"",""food""]"
材料,ざいりょう,zairyou,"material, ingredient","[""material"",""component""]","[""ingredient"",""material""]",Noun,2,"[""lesson34""]"
～分,～ぶん,~bun,portion for ~,"[""serving"",""share""]","[""portion"",""serving""]",Suffix,2,"[""lesson34""]"
鳥肉,とりにく,toriniku,chicken,"[""poultry"",""chicken""]","[""chicken"",""meat""]",Noun,2,"[""lesson34"",""food""]"
～グラム,～グラム,~guramu,gram,"[""gram unit"",""weight measure""]","[""g"",""gram""]",Suffix,1,"[""lesson34""]"
一個,いっこ,ikko,(counter for small objects),"[""one item"",""single object""]","[""one"",""single""]",Counter,1,"[""lesson34""]"
たまねぎ,たまねぎ,tamanegi,onion,"[""bulb onion"",""vegetable""]","[""onion"",""vegetable""]",Noun,1,"[""lesson34"",""food""]"
4分の1,よんぶんのいち,yonbun no ichi,one fourth,"[""quarter"",""25 percent""]","[""quarter"",""one quarter""]",Expression,2,"[""lesson34""]"
調味料,ちょうみりょう,choumiryou,"seasoning, flavoring","[""flavoring"",""condiment""]","[""spice"",""seasoning""]",Noun,3,"[""lesson34"",""food""]"
なべ,なべ,nabe,"pan,pot","[""pan"",""cooking pot""]","[""pot"",""pan""]",Noun,1,"[""lesson34"",""kitchen""]"
火,ひ,hi,"fire,heating","[""flame"",""heat""]","[""fire"",""flame""]",Noun,1,"[""lesson34""]"
火にかけます,ひにかけます,hi ni kakemasu,put on the stove,"[""heat on stove"",""place over fire""]","[""cook"",""heat""]",Expression,3,"[""lesson34"",""cooking""]"
煮ます,にます,nimasu,"cook,boil","[""cook"",""simmer""]","[""cook"",""stew""]",Verb (Group II),2,"[""lesson34"",""verb"",""cooking""]"
煮えます,にえます,niemasu,"be cooked,be boiled","[""be boiled"",""finish cooking""]","[""cook through"",""boil""]",Verb (Group II),2,"[""lesson34"",""verb"",""cooking""]"
どんぶり,どんぶり,donburi,ceramic bowl,"[""rice bowl"",""large bowl""]","[""bowl"",""dish""]",Noun,2,"[""lesson34"",""kitchen""]"
