kanji,hiragana,romaji,primary_meaning,accepted_meanings,synonyms,part_of_speech,difficulty_score,tags
壁,かべ,kabe,wall,"[""partition""]","[""barrier""]",noun,2,"[""lesson30"",""house""]"
池,いけ,ike,pond,"[""small lake""]","[""pool""]",noun,2,"[""lesson30"",""nature""]"
交番,こうばん,kouban,police box,"[""police station""]","[""koban""]",noun,3,"[""lesson30"",""places""]"
元の所,もとのところ,moto no tokoro,original place,"[""former place""]","[""original position""]",noun,3,"[""lesson30"",""location""]"
周り,まわり,mawari,"round, around","[""surroundings""]","[""nearby area""]",noun,2,"[""lesson30"",""location""]"
真ん中,まんなか,mannaka,center,"[""middle""]","[""midpoint""]",noun,2,"[""lesson30"",""location""]"
隅,すみ,sumi,corner,"[""edge""]","[""nook""]",noun,2,"[""lesson30"",""location""]"
まだ,まだ,mada,still,"[""yet""]","[""so far""]",adverb,1,"[""lesson30"",""adverbs""]"
〜ほど,〜ほど,~hodo,about~,"[""approximately""]","[""around""]",particle,2,"[""lesson30"",""grammar""]"
予定表,よていひょう,yoteihyou,schedule,"[""timetable""]","[""planner""]",noun,3,"[""lesson30"",""office""]"
ご苦労さま,ごくろうさま,gokurousama,"hank you for your hard work. (used by a
superior or older person to express appreciation
for a subordinate's work)","[""good work""]","[""much appreciated""]",expression,4,"[""lesson30"",""expressions""]"
希望,きぼう,kibou,"hope, request","[""wish""]","[""desire""]",noun,3,"[""lesson30"",""feelings""]"
何かご希望がありますか,なにかごきぼうがありますか,nanika gokibou ga arimasu ka,Do you have any requests?,"[""any preferences?""]","[""any wishes?""]",expression,3,"[""lesson30"",""expressions""]"
ミュージカル,みゅーじかる,myuujikaru,musical,"[""musical show""]","[""stage musical""]",noun,2,"[""lesson30"",""entertainment""]"
ミュージカル,それはいいですね,sore wa ii desu ne,That's a good idea./That sounds nice.,"[""sounds nice""]","[""that's nice""]",expression,1,"[""lesson30"",""expressions""]"
ブロードウェイ,ぶろーどうぇい,buroodowei,Broadway,"[""theater district""]","[""Broadway""]",proper noun,3,"[""lesson30"",""places""]"
丸い,まるい,marui,round,"[""circular""]","[""sphere-shaped""]",i-adjective,2,"[""lesson30"",""adjectives""]"
月,つき,tsuki,moon,"[""lunar body""]","[""satellite""]",noun,1,"[""lesson30"",""nature""]"
ある〜,ある〜,aru~,"one, a certain~","[""some ~""]","[""particular ~""]",expression,2,"[""lesson30"",""grammar""]"
地球,ちきゅう,chikyuu,earth,"[""planet Earth""]","[""globe""]",noun,2,"[""lesson30"",""nature""]"
うれしい,うれしい,ureshii,"glad, happy","[""pleased""]","[""delighted""]",i-adjective,1,"[""lesson30"",""feelings""]"
嫌[な],いや[な],iya [na],"hateful, disagreeable","[""unpleasant""]","[""awful""]",na-adjective,2,"[""lesson30"",""adjectives""]"
すると,すると,suruto,"and, then","[""thereupon""]","[""after that""]",conjunction,2,"[""lesson30"",""grammar""]"
目が覚めます,めがさめます,me ga samemasu,wake up,"[""awaken""]","[""get up""]",verb (Group 2),2,"[""lesson30"",""study""]"
