kanji,hiragana,romaji,primary_meaning,accepted_meanings,synonyms,part_of_speech,difficulty_score,tags
一杯,いっぱい,ippai,glass or cup of,"[""full cup""]","[""cupful""]",counter,1,"[""lesson40"",""counters""]"
〜キロ,〜きろ,~kiro,"kilograms, kilometers","[""kilo""]","[""km/kg""]",suffix,1,"[""lesson40"",""measurements""]"
〜グラム,〜ぐらむ,~guramu,grams,"[""gram unit""]","[""g""]",suffix,1,"[""lesson40"",""measurements""]"
〜センチ,〜せんち,~senchi,centimeters,"[""cm""]","[""centimeter unit""]",suffix,1,"[""lesson40"",""measurements""]"
〜ミリ,〜みり,~miri,millimeters,"[""mm""]","[""millimeter unit""]",suffix,1,"[""lesson40"",""measurements""]"
〜以上,〜いじょう,~ijou,"not less than, over","[""at least""]","[""more than""]",suffix,2,"[""lesson40"",""grammar""]"
〜以下,〜いか,~ika,"not more than, under","[""at most""]","[""less than""]",suffix,2,"[""lesson40"",""grammar""]"
さあ,さあ,saa,"well, let me see","[""hmm""]","[""let's see""]",expression,1,"[""lesson40"",""expressions""]"
ゴッホ,ごっほ,gohho,Vincent van Gogh,"[""Dutch painter""]","[""van Gogh""]",proper noun,3,"[""lesson40"",""people"",""art""]"
雪祭り,ゆきまつり,yukimatsuri,Snow Festival in Sapporo,"[""snow festival""]","[""winter festival""]",proper noun,3,"[""lesson40"",""events""]"
のぞみ,のぞみ,nozomi,name of a Shinkansen train,"[""Nozomi train""]","[""bullet train""]",proper noun,2,"[""lesson40"",""transport""]"
JAL,じゃる,jaru,Japan Airlines,"[""Japanese airline""]","[""airline""]",proper noun,2,"[""lesson40"",""travel""]"
どうでしょうか,どうでしょうか,dou deshou ka,How is ~? (polite way of saying どうですか),"[""what do you think?""]","[""how about it?""]",expression,2,"[""lesson40"",""expressions""]"
クラス,くらす,kurasu,class,"[""group""]","[""course""]",noun,1,"[""lesson40"",""education""]"
テスト,てすと,tesuto,"test, examination","[""exam""]","[""quiz""]",noun,1,"[""lesson40"",""education""]"
成績,せいせき,seiseki,"performance, score, result","[""grades""]","[""record""]",noun,2,"[""lesson40"",""education""]"
ところで,ところで,tokorode,by the way,"[""incidentally""]","[""speaking of which""]",conjunction,1,"[""lesson40"",""grammar""]"
いらっしゃいます,いらっしゃいます,irasshaimasu,come (respectful equivalent),"[""be present""]","[""go/come/be""]",verb (Group 1),4,"[""lesson40"",""honorific""]"
様子,ようす,yousu,"situation, condition, appearance","[""state""]","[""condition""]",noun,2,"[""lesson40"",""general""]"
事件,じけん,jiken,"incident, case","[""event""]","[""affair""]",noun,2,"[""lesson40"",""news""]"
オートバイ,おーとばい,ootobai,motorcycle,"[""motorbike""]","[""bike""]",noun,1,"[""lesson40"",""vehicles""]"
爆弾,ばくだん,bakudan,bomb,"[""explosive""]","[""bomb""]",noun,3,"[""lesson40"",""danger""]"
積みます,つみます,tsumimasu,"load, pile up","[""stack""]","[""load onto""]",verb (Group 1),2,"[""lesson40"",""verbs""]"
運転手,うんてんしゅ,untenshu,driver,"[""chauffeur""]","[""operator""]",noun,2,"[""lesson40"",""people""]"
離れた,はなれた,hanareta,remote,"[""distant""]","[""far away""]",adjective,2,"[""lesson40"",""location""]"
が,が,ga,but,"[""however""]","[""though""]",conjunction,1,"[""lesson40"",""grammar""]"
急に,きゅうに,kyuuni,suddenly,"[""abruptly""]","[""all of a sudden""]",adverb,2,"[""lesson40"",""adverbs""]"
動かします,うごかします,ugokashimasu,"start, operate, move","[""run""]","[""move""]",verb (Group 1),2,"[""lesson40"",""machines""]"
一生懸命,いっしょうけんめい,isshoukenmei,with all one's effort,"[""very hard""]","[""earnestly""]",adverb,3,"[""lesson40"",""adverbs""]"
犯人,はんにん,hannin,"suspect, criminal","[""offender""]","[""culprit""]",noun,2,"[""lesson40"",""crime""]"
手に入れます,てにいれます,te ni iremasu,"obtain, get","[""acquire""]","[""gain""]",verb (Group 2),2,"[""lesson40"",""verbs""]"
今でも,いまでも,ima demo,even now,"[""still now""]","[""to this day""]",adverb,1,"[""lesson40"",""time""]"
うわさします,うわさします,uwasa shimasu,gossip,"[""talk about rumors""]","[""spread rumors""]",suru verb,2,"[""lesson40"",""communication""]"
